,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Windhoek,NA,2022-02-18 07:36:39,-22.5594,17.0832,75.11,57,0,10.36
297,Namatanai,PG,2022-02-18 07:36:40,-3.6667,152.4333,80.98,76,85,4.38
298,Dingle,PH,2022-02-18 07:36:40,10.9995,122.6711,84.13,61,34,12.64
299,Talaya,RU,2022-02-18 07:36:41,61.3833,152.75,-26.95,100,100,3.69
300,Port Shepstone,ZA,2022-02-18 07:36:41,-30.7414,30.455,70.0,83,100,4.12
301,Sagar,IN,2022-02-18 07:36:42,23.8333,78.7167,81.7,19,0,2.08
302,Pisco,PE,2022-02-18 07:34:48,-13.7,-76.2167,69.85,78,0,6.91
303,Esperance,AU,2022-02-18 07:36:42,-33.8667,121.9,80.44,56,0,20.07
304,Katsuura,JP,2022-02-18 07:36:43,35.1333,140.3,51.84,37,12,10.98
305,College,US,2022-02-18 07:36:43,64.8569,-147.8028,15.75,83,100,11.5
306,Karratha,AU,2022-02-18 07:36:44,-20.7377,116.8463,95.13,41,53,11.74
307,Matay,EG,2022-02-18 07:36:44,28.419,30.7792,59.83,59,2,6.6
308,Sisimiut,GL,2022-02-18 07:36:45,66.9395,-53.6735,-9.62,91,99,5.77
309,Tuatapere,NZ,2022-02-18 07:36:45,-46.1333,167.6833,70.83,58,100,10.49
310,Rawson,AR,2022-02-18 07:36:45,-43.3002,-65.1023,69.4,42,0,22.59
311,Rockhampton,AU,2022-02-18 07:36:46,-23.3833,150.5,87.69,51,71,8.05
312,Santiago,CL,2022-02-18 07:32:12,-33.4569,-70.6483,70.86,46,0,2.3
313,Porto Novo,BJ,2022-02-18 07:36:46,6.4965,2.6036,82.22,74,94,4.88
314,Padang,ID,2022-02-18 07:36:47,-0.9492,100.3543,89.65,62,55,5.68
315,Palmer,US,2022-02-18 07:36:47,42.1584,-72.3287,57.36,81,100,23.02
316,Avera,US,2022-02-18 07:36:48,33.194,-82.5271,71.71,79,100,22.03
317,Langenzenn,DE,2022-02-18 07:36:48,49.5,10.8,44.53,77,20,6.91
318,Norman Wells,CA,2022-02-18 07:36:49,65.282,-126.8329,-25.56,68,20,3.44
319,Akdepe,TM,2022-02-18 07:36:49,42.0551,59.3788,42.89,37,3,10.65
320,Cerrito,CO,2022-02-18 07:37:50,6.8432,-72.694,52.66,83,95,0.98
321,Lasa,IT,2022-02-18 07:37:50,46.6166,10.7002,44.06,58,41,3.65
322,Juba,SS,2022-02-18 07:37:50,4.8517,31.5825,95.81,11,16,4.21
323,Honiara,SB,2022-02-18 07:37:51,-9.4333,159.95,80.01,86,97,2.26
324,Lebu,CL,2022-02-18 07:37:51,-37.6167,-73.65,54.46,84,2,15.59
325,Mount Isa,AU,2022-02-18 07:34:03,-20.7333,139.5,96.57,26,40,9.22
326,Marzuq,YE,2022-02-18 07:37:52,14.4,46.4667,79.86,29,4,4.54
327,Bolanos De Calatrava,ES,2022-02-18 07:37:53,38.9069,-3.6635,29.88,100,20,0.0
328,Bambous Virieux,MU,2022-02-18 07:37:53,-20.3428,57.7575,85.21,83,75,13.8
329,Marawi,PH,2022-02-18 07:37:54,7.9986,124.2928,73.65,78,100,5.99
330,Ushtobe,KZ,2022-02-18 07:37:55,45.2514,77.9838,19.31,67,0,12.03
331,Buenos Aires,AR,2022-02-18 07:35:13,-34.6132,-58.3772,64.13,75,75,9.22
332,Quatre Cocos,MU,2022-02-18 07:37:55,-20.2078,57.7625,85.08,68,98,20.85
333,Xinqing,CN,2022-02-18 07:37:56,48.2333,129.5,12.42,84,100,0.83
334,Luau,AO,2022-02-18 07:37:56,-10.7073,22.2247,64.92,98,100,1.39
335,Carutapera,BR,2022-02-18 07:37:56,-1.195,-46.02,75.24,91,99,3.27
336,Brae,GB,2022-02-18 07:37:57,60.3964,-1.353,40.91,62,100,2.39
337,Mount Hagen,PG,2022-02-18 07:35:04,-5.8581,144.2274,70.56,78,75,9.22
338,Kang,BW,2022-02-18 07:37:58,-23.6752,22.7876,83.32,31,0,10.31
339,Pemangkat,ID,2022-02-18 07:37:58,1.1667,108.9667,85.05,70,52,11.14
340,Wagar,SD,2022-02-18 07:37:58,16.1525,36.2032,82.24,24,6,4.74
341,Sioux Lookout,CA,2022-02-18 07:37:59,50.1001,-91.917,-12.62,75,40,4.61
342,Caruray,PH,2022-02-18 07:37:59,10.3094,119.0128,84.47,65,100,7.83
343,Erenhot,CN,2022-02-18 07:38:00,43.6475,111.9767,7.54,62,80,14.76
344,Yakeshi,CN,2022-02-18 07:38:00,49.2833,120.7333,9.25,86,100,4.81
345,Penzance,GB,2022-02-18 07:35:13,50.1186,-5.5371,49.21,76,20,46.04
346,Kuching,MY,2022-02-18 07:38:01,1.55,110.3333,89.82,58,40,4.61
347,Qasigiannguit,GL,2022-02-18 07:38:01,68.8193,-51.1922,5.25,99,100,4.54
348,Nevel,RU,2022-02-18 07:38:02,56.0209,29.9284,32.47,89,100,9.33
349,Markala,ML,2022-02-18 07:38:03,13.7021,-6.0659,70.25,18,0,8.52
350,Poddorye,RU,2022-02-18 07:38:03,57.4695,31.1156,32.72,83,100,11.27
351,Nara,JP,2022-02-18 07:38:04,34.6851,135.8049,45.77,53,94,8.57
352,Ust-Tsilma,RU,2022-02-18 07:38:04,65.441,52.1498,30.78,91,100,11.12
353,Belyy Yar,RU,2022-02-18 07:38:04,53.6039,91.3903,24.69,72,0,15.66
354,Tandalti,SD,2022-02-18 07:38:05,13.0167,31.8667,82.83,8,6,11.36
355,Saint-Paul,RE,2022-02-18 07:38:05,-21.0096,55.2707,86.09,71,41,4.85
356,Boa Vista,BR,2022-02-18 07:38:06,2.8197,-60.6733,78.78,69,0,12.66
357,Sao Jose Da Coroa Grande,BR,2022-02-18 07:38:06,-8.8978,-35.1478,78.06,74,87,4.7
358,Beringovskiy,RU,2022-02-18 07:38:07,63.05,179.3167,-6.07,92,100,18.59
359,Brazzaville,CG,2022-02-18 07:38:07,-4.2658,15.2832,79.11,83,100,3.44
360,Te Anau,NZ,2022-02-18 07:35:53,-45.4167,167.7167,60.89,72,97,10.49
361,Presidente Epitacio,BR,2022-02-18 07:38:08,-21.7633,-52.1156,70.68,92,100,3.65
362,Phalombe,MW,2022-02-18 07:38:08,-15.8064,35.6507,73.6,90,94,1.99
363,Hambantota,LK,2022-02-18 07:38:09,6.1241,81.1185,89.94,58,20,4.61
364,Daru,PG,2022-02-18 07:38:09,-9.0763,143.2092,79.41,85,100,3.71
365,Luwuk,ID,2022-02-18 07:39:10,-0.9516,122.7875,82.29,80,100,0.98
366,Camacha,PT,2022-02-18 07:39:10,33.0833,-16.3333,58.42,59,75,10.36
367,Kungurtug,RU,2022-02-18 07:39:11,50.5994,97.5228,6.49,73,52,1.95
368,La Paz,BO,2022-02-18 07:39:11,-16.5,-68.15,48.18,100,75,5.75
369,Vredendal,ZA,2022-02-18 07:39:11,-31.6683,18.5012,87.78,27,0,3.06
370,Muros,ES,2022-02-18 07:39:12,42.7762,-9.0603,56.08,87,100,18.63
371,Umaria,IN,2022-02-18 07:39:12,23.5333,80.8333,82.67,17,1,6.51
372,Carnarvon,AU,2022-02-18 07:39:13,-24.8667,113.6333,91.47,55,99,10.36
373,Merced,US,2022-02-18 07:39:13,37.1666,-120.7516,51.06,49,0,3.2
374,Shimoda,JP,2022-02-18 07:39:14,34.6667,138.95,52.16,37,33,4.88
375,Westport,US,2022-02-18 07:39:14,41.1415,-73.3579,59.9,93,100,27.63
376,Port Blair,IN,2022-02-18 07:39:15,11.6667,92.75,77.04,94,100,4.61
377,Teguldet,RU,2022-02-18 07:39:15,57.3064,88.1667,20.12,93,100,9.01
378,La Guaira,VE,2022-02-18 07:39:16,10.599,-66.9346,74.77,84,40,0.0
379,Wanning,CN,2022-02-18 07:39:16,18.8003,110.3967,77.63,79,100,7.67
380,Ohara,JP,2022-02-18 07:39:16,35.25,140.3833,51.66,37,28,8.14
381,Buraydah,SA,2022-02-18 07:39:17,26.326,43.975,68.45,20,11,23.6
382,Dhidhdhoo,MV,2022-02-18 07:36:57,6.8833,73.1,81.45,72,30,6.76
383,Manokwari,ID,2022-02-18 07:39:18,-0.8667,134.0833,82.67,74,72,3.33
384,Yining,CN,2022-02-18 07:39:18,29.0361,114.5636,36.91,99,100,2.28
385,Kampot,KH,2022-02-18 07:39:19,10.6167,104.1833,86.05,52,91,6.04
386,Forest Grove,US,2022-02-18 07:39:19,45.5198,-123.1107,45.68,80,1,1.01
387,Mbalmayo,CM,2022-02-18 07:39:20,3.5167,11.5,71.92,65,81,3.65
388,Bay Roberts,CA,2022-02-18 07:39:03,47.5999,-53.2648,48.33,80,100,18.01
389,Buta,CD,2022-02-18 07:39:20,2.7858,24.73,91.54,34,5,1.95
390,Ust-Nera,RU,2022-02-18 07:39:21,64.5667,143.2,-25.8,99,34,0.47
391,Pemba,MZ,2022-02-18 07:39:21,-12.974,40.5178,81.3,83,75,3.44
392,Namie,JP,2022-02-18 07:39:21,37.4833,141.0,43.97,60,3,13.06
393,Kumluca,TR,2022-02-18 07:39:22,36.3703,30.2869,55.67,67,2,2.86
394,Kavaratti,IN,2022-02-18 07:39:22,10.5669,72.642,80.69,69,17,11.43
395,Umm Lajj,SA,2022-02-18 07:39:23,25.0213,37.2685,72.59,50,3,4.5
396,Plonsk,PL,2022-02-18 07:39:23,52.6235,20.3755,42.04,85,97,18.72
397,Phaltan,IN,2022-02-18 07:39:23,17.9833,74.4333,88.39,23,10,10.0
398,Hami,CN,2022-02-18 07:39:24,42.8,93.45,27.01,26,0,5.66
399,Champerico,GT,2022-02-18 07:39:25,14.3,-91.9167,79.03,71,0,7.34
400,Sabang,ID,2022-02-18 07:39:25,5.8933,95.3214,82.11,76,100,10.2
401,Talara,PE,2022-02-18 07:39:25,-4.5772,-81.2719,71.85,78,100,10.04
402,Dogondoutchi,NE,2022-02-18 07:39:26,13.6393,4.0287,78.93,9,0,16.04
403,Maarianhamina,AX,2022-02-18 07:39:26,60.0973,19.9348,28.26,80,0,6.91
404,Shafranovo,RU,2022-02-18 07:39:27,53.9667,54.7667,20.17,89,59,12.73
405,Lawrenceburg,US,2022-02-18 07:39:27,38.0373,-84.8966,33.57,85,100,12.66
406,Saint-Joseph,RE,2022-02-18 07:39:28,-21.3667,55.6167,84.56,68,23,15.23
407,Yuncheng,CN,2022-02-18 07:39:28,35.0231,110.9928,36.36,79,100,5.12
408,Paramirim,BR,2022-02-18 07:39:29,-13.4425,-42.2389,68.22,91,18,1.32
409,Faya,SA,2022-02-18 07:39:29,18.3851,42.4509,62.71,37,0,9.46
410,Suntar,RU,2022-02-18 07:39:29,62.1444,117.6319,-9.2,96,100,1.28
411,San Vicente De Canete,PE,2022-02-18 07:40:30,-13.0751,-76.3835,70.95,86,100,3.49
412,Benjamin Constant,BR,2022-02-18 07:40:30,-4.3831,-70.0311,73.53,99,98,0.74
413,Ahipara,NZ,2022-02-18 07:40:31,-35.1667,173.1667,66.13,75,100,5.61
414,Guarapari,BR,2022-02-18 07:36:15,-20.6667,-40.4975,76.89,90,100,5.82
415,Lahij,YE,2022-02-18 07:40:31,13.1667,44.5833,78.15,47,2,10.29
416,Sabalgarh,IN,2022-02-18 07:40:32,26.25,77.4,82.83,17,0,6.08
417,Moose Factory,CA,2022-02-18 07:40:32,51.2585,-80.6094,-22.0,76,0,5.75
418,Togur,RU,2022-02-18 07:40:33,58.3631,82.8265,22.95,90,100,7.47
419,Arraial Do Cabo,BR,2022-02-18 07:40:33,-22.9661,-42.0278,74.25,87,100,7.78
420,Asyut,EG,2022-02-18 07:40:34,27.181,31.1837,55.58,41,28,10.89
421,Banjar,ID,2022-02-18 07:40:34,-8.19,114.9675,89.46,73,99,7.27
422,Krasnoselkup,RU,2022-02-18 07:40:34,65.7,82.4667,12.58,93,100,14.92
423,Chubbuck,US,2022-02-18 07:40:35,42.9208,-112.4661,31.89,59,0,12.66
424,Bathurst,AU,2022-02-18 07:40:35,-33.4166,149.5806,80.96,32,0,5.01
425,Coruripe,BR,2022-02-18 07:40:36,-10.1256,-36.1756,76.1,84,99,6.13
426,Nizhniy Odes,RU,2022-02-18 07:40:36,63.6445,54.856,28.04,92,100,12.19
427,Kutum,SD,2022-02-18 07:40:36,14.2,24.6667,75.18,9,7,6.6
428,Trairi,BR,2022-02-18 07:40:37,-3.2778,-39.2689,76.06,84,100,3.47
429,Mandiana,GN,2022-02-18 07:40:37,10.6333,-8.6833,71.92,21,0,3.18
430,Pingzhuang,CN,2022-02-18 07:40:38,42.0372,119.2889,21.61,47,20,15.48
431,Butwal,NP,2022-02-18 07:40:39,27.7006,83.4484,73.83,47,17,5.75
432,Aiken,US,2022-02-18 07:37:15,33.5835,-81.5998,71.1,83,100,16.11
433,Wawa,NG,2022-02-18 07:40:39,9.9022,4.4192,84.02,16,10,4.85
434,Rio Gallegos,AR,2022-02-18 07:40:40,-51.6226,-69.2181,53.65,76,0,4.61
435,Havelock,US,2022-02-18 07:40:40,34.8791,-76.9013,71.55,91,100,14.0
436,Kpandae,GH,2022-02-18 07:40:40,8.4689,-0.0113,85.21,55,16,6.62
437,Muzaffarabad,PK,2022-02-18 07:40:41,34.37,73.4711,62.19,35,100,3.02
438,Shivrajpur,IN,2022-02-18 07:40:41,22.4167,73.65,85.96,24,0,5.75
439,Batagay-Alyta,RU,2022-02-18 07:40:42,67.8006,130.4114,-22.07,80,75,3.74
440,Port Macquarie,AU,2022-02-18 07:40:42,-31.4333,152.9167,82.36,75,0,6.58
441,Gornyak,RU,2022-02-18 07:40:43,50.9942,81.4661,14.76,78,72,14.72
442,Alice Town,BS,2022-02-18 07:40:43,25.7167,-79.3,75.13,84,5,16.75
443,Hualmay,PE,2022-02-18 07:38:45,-11.0964,-77.6139,70.07,88,100,3.44
444,Virginia Beach,US,2022-02-18 07:40:41,36.8529,-75.978,68.22,91,100,20.71
445,Victor Harbor,AU,2022-02-18 07:40:44,-35.5667,138.6167,74.8,74,17,1.01
446,Nazas,MX,2022-02-18 07:40:44,25.2333,-104.1333,63.12,23,100,2.42
447,Mopti,ML,2022-02-18 07:40:45,14.6667,-4.0,72.32,17,7,8.72
448,Montmagny,FR,2022-02-18 07:40:45,48.9734,2.3469,54.25,83,100,24.16
449,Luang Prabang,LA,2022-02-18 07:40:45,19.8856,102.1347,85.96,54,75,4.61
450,Tshikapa,CD,2022-02-18 07:40:46,-6.4167,20.8,80.49,68,100,2.19
451,Taoudenni,ML,2022-02-18 07:40:47,22.6783,-3.9836,62.06,18,100,10.54
452,Nhulunbuy,AU,2022-02-18 07:40:47,-12.2333,136.7667,86.61,66,100,5.75
453,Qujing,CN,2022-02-18 07:40:48,25.4833,103.7833,69.28,25,5,20.04
454,Itoman,JP,2022-02-18 07:40:48,26.1247,127.6694,61.57,96,75,21.85
455,Mandalgovi,MN,2022-02-18 07:40:48,45.7625,106.2708,7.66,42,9,12.57
456,Lavrentiya,RU,2022-02-18 07:41:49,65.5833,-171.0,-7.58,94,100,11.88
457,Grand Gaube,MU,2022-02-18 07:41:49,-20.0064,57.6608,85.37,67,91,10.0
458,Vao,NC,2022-02-18 07:41:50,-22.6667,167.4833,79.56,84,95,10.8
459,Fayaoue,NC,2022-02-18 07:41:50,-20.65,166.5333,82.83,72,26,4.34
460,Turukhansk,RU,2022-02-18 07:41:51,65.8167,87.9833,8.96,91,100,16.64
461,Bandarbeyla,SO,2022-02-18 07:41:51,9.4942,50.8122,78.55,57,54,19.53
462,Biskamzha,RU,2022-02-18 07:41:51,53.4497,89.5272,19.56,86,100,11.99
463,Burgeo,CA,2022-02-18 07:41:52,47.6167,-57.6152,39.63,97,100,37.45
464,Nisporeni,MD,2022-02-18 07:41:52,47.0814,28.1783,44.69,83,62,19.08
465,Maunabo,PR,2022-02-18 07:41:53,18.0072,-65.8993,75.7,82,27,12.97
466,Guapo,BR,2022-02-18 07:39:57,-16.8306,-49.5319,68.38,98,30,3.15
467,Kassala,SD,2022-02-18 07:41:53,15.451,36.4,83.34,22,29,4.16
468,Basco,PH,2022-02-18 07:41:54,20.4487,121.9702,74.19,85,100,10.76
469,Mehamn,NO,2022-02-18 07:41:54,71.0357,27.8492,30.11,63,100,27.65
470,Rorvik,NO,2022-02-18 07:41:55,64.8621,11.2373,21.31,100,0,4.61
471,Tandil,AR,2022-02-18 07:41:55,-37.3217,-59.1332,47.77,93,0,3.0
472,Naze,JP,2022-02-18 07:37:24,28.3667,129.4833,54.52,88,100,20.36
473,Araxa,BR,2022-02-18 07:41:56,-19.5933,-46.9406,66.16,100,75,1.14
474,Namtsy,RU,2022-02-18 07:41:57,62.7161,129.6658,-18.29,100,77,0.25
475,Londoko,RU,2022-02-18 07:41:57,49.0333,131.9833,12.09,82,100,4.74
476,Garden City,US,2022-02-18 07:41:58,42.3256,-83.331,20.08,87,100,17.27
477,Mecca,SA,2022-02-18 07:41:54,21.4267,39.8261,77.27,55,2,9.69
478,Yumen,CN,2022-02-18 07:41:58,40.2833,97.2,25.75,27,48,23.02
479,Garh Maharaja,PK,2022-02-18 07:41:59,30.8339,71.9053,77.13,24,0,8.93
480,Severo-Yeniseyskiy,RU,2022-02-18 07:41:59,60.3725,93.0408,10.6,86,100,6.24
481,Wexford,IE,2022-02-18 07:39:57,52.3342,-6.4575,46.58,84,100,20.87
482,Iqaluit,CA,2022-02-18 07:42:00,63.7506,-68.5145,-29.31,66,0,6.91
483,Guamuchil,MX,2022-02-18 07:38:48,25.4667,-108.1,52.75,61,99,1.86
484,Havoysund,NO,2022-02-18 07:42:00,70.9963,24.6622,29.28,63,100,29.08
485,Hakkari,TR,2022-02-18 07:42:01,37.5833,44.1667,17.38,100,75,2.3
486,Sitka,US,2022-02-18 07:42:01,57.0531,-135.33,40.89,81,100,8.05
487,Chama,CH,2022-02-18 07:42:02,47.1821,8.4636,48.47,86,75,1.14
488,Alice Springs,AU,2022-02-18 07:42:02,-23.7,133.8833,85.55,28,0,13.8
489,Nouakchott,MR,2022-02-18 07:42:03,18.0858,-15.9785,67.93,27,100,9.55
490,Lukiv,UA,2022-02-18 07:42:03,51.0521,25.4006,40.17,90,100,18.84
491,Launceston,AU,2022-02-18 07:42:03,-41.45,147.1667,69.15,36,1,16.11
492,Nioro,GM,2022-02-18 07:42:04,13.35,-15.75,72.59,18,83,5.97
493,Eau Claire,US,2022-02-18 07:41:50,44.8114,-91.4985,-3.14,73,0,3.44
494,Codrington,AU,2022-02-18 07:42:05,-38.2667,141.9667,61.34,58,88,12.88
495,Puerto Madryn,AR,2022-02-18 07:42:05,-42.7692,-65.0385,67.77,47,0,24.58
496,Novyy Svit,UA,2022-02-18 07:42:05,47.8059,38.0211,40.95,93,100,17.13
497,Marsabit,KE,2022-02-18 07:42:06,2.3284,37.9899,78.01,42,1,14.58
498,Solnechnyy,RU,2022-02-18 07:42:06,50.7214,136.6319,7.23,98,99,2.01
499,Alofi,NU,2022-02-18 07:42:07,-19.0595,-169.9187,76.89,88,9,2.3
500,Najran,SA,2022-02-18 07:42:07,17.4924,44.1277,70.45,23,3,3.24
501,Samarai,PG,2022-02-18 07:42:08,-10.6167,150.6667,82.33,80,100,8.43
502,Quelimane,MZ,2022-02-18 07:43:08,-17.8786,36.8883,76.41,95,100,8.41
503,Kavieng,PG,2022-02-18 07:43:08,-2.5744,150.7967,83.5,72,86,9.73
504,Altamira,BR,2022-02-18 07:43:09,-3.2033,-52.2064,69.87,99,98,2.28
505,Waingapu,ID,2022-02-18 07:43:09,-9.6567,120.2641,86.02,66,28,3.51
506,Margate,GB,2022-02-18 07:43:10,51.3813,1.3862,53.04,89,100,15.01
507,Taguatinga,BR,2022-02-18 07:43:10,-12.3857,-46.5711,69.73,95,86,2.13
508,Menongue,AO,2022-02-18 07:43:10,-14.6585,17.691,65.03,93,100,4.14
509,Nalut,LY,2022-02-18 07:43:11,30.3333,10.85,52.79,44,0,5.21
510,Tocache,PE,2022-02-18 07:43:11,-8.1842,-76.5125,68.85,98,100,0.25
511,Sampit,ID,2022-02-18 07:43:12,-2.5333,112.95,76.68,88,100,0.85
512,Oyama,JP,2022-02-18 07:43:12,36.3,139.8,50.04,26,16,5.64
513,Soe,ID,2022-02-18 07:43:13,-9.8607,124.284,75.67,80,88,4.74
514,Bagaha,IN,2022-02-18 07:43:13,27.1,84.0833,75.31,35,0,7.29
515,Nizhniy Tsasuchey,RU,2022-02-18 07:43:14,50.5167,115.1333,8.29,74,94,10.45
516,Staunton,US,2022-02-18 07:43:14,38.1496,-79.0717,63.73,69,0,24.16
517,Iraquara,BR,2022-02-18 07:43:14,-12.2486,-41.6194,66.4,98,100,3.0
518,Nizhniy Ingash,RU,2022-02-18 07:43:15,56.2,96.53,18.66,87,100,7.85
519,Geraldton,AU,2022-02-18 07:43:15,-28.7667,114.6,102.61,8,74,6.91
520,Sobolevo,RU,2022-02-18 07:43:16,54.4299,31.8996,30.97,92,26,13.67
521,Sorland,NO,2022-02-18 07:43:16,67.667,12.6934,33.66,64,75,16.11
522,Juegang,CN,2022-02-18 07:43:17,32.3174,121.1855,46.9,69,100,11.43
523,Bowen,AU,2022-02-18 07:43:17,-20.0167,148.2333,84.42,74,100,14.12
524,Ust-Kuyga,RU,2022-02-18 07:43:17,70.0167,135.6,-35.07,99,91,6.24
525,Jieshi,CN,2022-02-18 07:43:18,22.8134,115.8257,64.94,75,46,21.77
526,Sangar,RU,2022-02-18 07:43:18,63.9242,127.4739,-22.88,100,80,1.25
527,Kose,TR,2022-02-18 07:43:19,40.21,39.6511,23.56,85,81,3.89
528,Coquimbo,CL,2022-02-18 07:43:19,-29.9533,-71.3436,62.33,94,100,0.0
529,Raga,SS,2022-02-18 07:43:20,8.4596,25.678,89.06,9,42,5.48
530,Japura,ID,2022-02-18 07:43:21,-0.3167,102.35,87.82,65,74,1.97
531,Inta,RU,2022-02-18 07:43:21,66.0317,60.1659,24.6,83,100,10.6
532,Kon Tum,VN,2022-02-18 07:43:22,14.35,108.0,83.16,61,98,6.2
533,Pati,ID,2022-02-18 07:43:22,-6.7559,111.038,75.85,95,100,5.46
534,Kyshtovka,RU,2022-02-18 07:43:22,56.555,76.6271,23.11,90,100,10.13
535,Ambon,ID,2022-02-18 07:43:23,-3.6954,128.1814,87.94,66,40,12.66
536,Kenai,US,2022-02-18 07:43:23,60.5544,-151.2583,34.03,98,100,3.44
537,Mogadishu,SO,2022-02-18 07:43:24,2.0371,45.3438,84.07,65,40,16.11
538,Manggar,ID,2022-02-18 07:43:24,-2.8833,108.2667,78.67,78,100,2.35
539,Ancud,CL,2022-02-18 07:43:25,-41.8697,-73.8203,51.22,85,0,2.01
540,Isangel,VU,2022-02-18 07:43:25,-19.55,169.2667,80.73,80,66,4.97
541,Mont-Dore,NC,2022-02-18 07:43:25,-22.2833,166.5833,84.0,99,44,7.2
542,Kiruna,SE,2022-02-18 07:43:26,67.8557,20.2251,20.32,86,100,17.27
543,Fernandez,AR,2022-02-18 07:43:26,-27.9204,-63.8935,70.21,83,6,2.82
544,Chettipalaiyam,IN,2022-02-18 07:43:27,10.9,77.0667,85.95,37,20,6.91
545,Payo,ID,2022-02-18 07:43:27,-3.7508,103.6372,88.65,57,100,3.42
546,Yuzhnouralsk,RU,2022-02-18 07:43:28,54.4418,61.2536,20.86,87,15,3.31
547,Matagami,CA,2022-02-18 07:43:28,49.7502,-77.6328,-16.49,76,75,6.91
548,Komsomolskiy,UZ,2022-02-18 07:44:28,40.4272,71.7189,47.12,39,0,4.61
549,Paracuru,BR,2022-02-18 07:44:29,-3.41,-39.0306,82.11,85,93,4.59
550,Leshukonskoye,RU,2022-02-18 07:44:29,64.8989,45.7622,33.55,98,100,12.73
551,Molteno,ZA,2022-02-18 07:44:30,-31.3968,26.3625,73.0,39,1,6.08
552,Price,US,2022-02-18 07:44:30,39.5994,-110.8107,31.26,47,0,8.05
553,Goianesia,BR,2022-02-18 07:44:31,-15.3175,-49.1175,66.31,94,76,0.96
554,Morondava,MG,2022-02-18 07:44:31,-20.2833,44.2833,85.51,67,26,4.32
555,Stornoway,GB,2022-02-18 07:44:32,58.2093,-6.3865,37.36,75,75,3.44
556,Lubango,AO,2022-02-18 07:44:32,-14.9172,13.4925,67.86,77,75,6.91
557,Riyadh,SA,2022-02-18 07:41:47,24.6877,46.7219,62.74,24,0,19.64
558,Souillac,MU,2022-02-18 07:44:33,-20.5167,57.5167,86.36,83,75,13.8
559,Namwala,ZM,2022-02-18 07:44:33,-15.7504,26.4384,74.23,72,70,5.66
560,Beidao,CN,2022-02-18 07:44:34,34.5686,105.8933,32.02,84,100,9.78
561,Half Moon Bay,US,2022-02-18 07:44:34,37.4636,-122.4286,54.3,63,0,5.75
562,Shenjiamen,CN,2022-02-18 07:44:35,29.9576,122.298,46.42,85,100,11.16
563,Shaunavon,CA,2022-02-18 07:44:35,49.6501,-108.4181,31.24,96,89,19.42
564,Goderich,CA,2022-02-18 07:44:36,43.7501,-81.7165,22.91,86,100,11.5
565,Dunyapur,PK,2022-02-18 07:44:36,29.7995,71.7196,68.02,19,2,8.21
566,Hainichen,DE,2022-02-18 07:44:36,50.9667,13.1167,44.62,77,88,11.65
567,Jizan,SA,2022-02-18 07:44:37,17.3333,42.6667,86.94,51,0,7.38
568,Progreso,MX,2022-02-18 07:44:37,21.2833,-89.6667,73.11,88,0,9.86
569,Ouadda,CF,2022-02-18 07:44:38,8.0777,22.4007,92.34,8,20,4.38
570,Wajima,JP,2022-02-18 07:44:38,37.4,136.9,38.08,75,40,3.44
571,Balabac,PH,2022-02-18 07:44:39,7.9868,117.0645,82.08,71,100,14.38
572,Saint-Ambroise,CA,2022-02-18 07:44:39,48.5501,-71.3324,14.32,92,100,10.36
573,Tara,RU,2022-02-18 07:44:39,56.8944,74.371,24.84,87,100,8.81
574,Seymchan,RU,2022-02-18 07:44:40,62.8833,152.4333,-27.02,99,92,2.46
575,Gizo,SB,2022-02-18 07:44:40,-8.103,156.8419,83.52,74,97,4.97
576,Andros Town,BS,2022-02-18 07:44:41,24.7,-77.7667,71.56,83,0,12.88
577,Orange Cove,US,2022-02-18 07:44:41,36.6244,-119.3137,51.46,53,0,4.41
578,Gayny,RU,2022-02-18 07:44:42,60.3071,54.3241,30.29,87,97,13.0
579,Ranong,TH,2022-02-18 07:44:42,9.9658,98.6348,93.13,72,56,2.66
580,Nantucket,US,2022-02-18 07:44:43,41.2835,-70.0995,55.74,97,100,24.16
581,Gobabis,NA,2022-02-18 07:44:43,-22.45,18.9667,81.36,32,2,11.54
582,San Clemente,US,2022-02-18 07:44:43,33.427,-117.612,57.7,43,0,1.99
583,Jasper,US,2022-02-18 07:44:44,37.2001,-94.3502,15.35,82,0,0.0
584,Portales,US,2022-02-18 07:44:19,34.1862,-103.3344,25.11,46,0,8.93
585,Nelson Bay,AU,2022-02-18 07:44:44,-32.7167,152.15,80.1,74,6,1.99
586,Kroya,ID,2022-02-18 07:44:45,-7.6331,109.2461,82.2,80,93,1.28
587,Mokhotlong,LS,2022-02-18 07:44:45,-29.2894,29.0675,61.74,67,95,3.29
588,Hotton,BE,2022-02-18 07:44:46,50.2667,5.45,50.13,92,100,18.75
589,Parrita,CR,2022-02-18 07:44:46,9.5201,-84.3225,78.57,67,100,4.0
590,Ulladulla,AU,2022-02-18 07:44:47,-35.35,150.4667,72.88,80,100,11.97
591,Port Lavaca,US,2022-02-18 07:44:47,28.615,-96.6261,41.05,68,0,18.41
592,Veraval,IN,2022-02-18 07:45:48,20.9,70.3667,83.79,34,0,6.91
593,Ongandjera,NA,2022-02-18 07:45:49,-17.8833,15.0667,77.0,62,88,7.07
594,Loandjili,CG,2022-02-18 07:45:49,-4.7561,11.8578,82.51,83,20,3.44
